property_id,property_category,property_title,property_type,seller_name,seller_id,seller_type,open_viewing,no_of_photos,available_from,lease_units,available_for,area,county,latitude,longitude,furnished,bathrooms,beds,facility,environment,published_date,page_name,platform,currency,price_frequency,price,Parking,Cable Television,Dryer,Garden / Patio / Balcony,Washing Machine,Serviced Property,Pets Allowed,Wheelchair Access,Central Heating,Microwave,Smoking,Dishwasher,House Alarm,Internet
1769092,rental,"Essex Street, Temple Bar, Dublin 2",apartment,Ray Cooke Auctioneers,7569,agent,no,8,2017-08-31,months,12,Temple Bar,Dublin,53.345492957335,-6.2644091248512,yes,1,2,"Central Heating,Washing Machine,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,2950,,,,True,True,,,,True,True,,,,True
1764325,rental,"Meath St., Dublin 8, Dublin 8",apartment,Ray Cooke Auctioneers,7569,agent,no,8,2017-08-15,months,12,Dublin 8,Dublin,53.341165686441,-6.2786114215851,yes,1,2,,prod,2017-09-09,PropertyDetails,desktop,€,monthly,2000,,,,,,,,,,,,,,
1765333,rental,"Cedarbrook Avenue, Cherry Orchard, Dublin 10",apartment,Ray Cooke Auctioneers,7569,agent,no,7,2017-08-18,months,12,Cherry Orchard,Dublin,53.337139391491,-6.3819596171379,yes,1,2,"Parking,Central Heating,Washing Machine,Microwave,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1450,True,,,True,True,,,,True,True,,,,
1771330,rental,"Blackthorn Hill View, Rathcoole, Co. Dublin",apartment,Ray Cooke Auctioneers,7569,agent,no,6,2017-09-07,months,12,Rathcoole,Dublin,53.27759266066,-6.4772155880928,yes,1,2,,prod,2017-09-09,PropertyDetails,desktop,€,monthly,1600,,,,,,,,,,,,,,
1767022,rental,"The Crescent Building, Park West, Dublin 12",apartment,Ray Cooke Auctioneers,7569,agent,no,4,2017-08-24,months,12,Park West,Dublin,53.331938,-6.3770368,either,1,2,"Parking,Central Heating,Cable Television,Washing Machine,Microwave,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1450,True,True,,True,True,,,,True,True,,,,
1770471,rental,"Bachelors Walk,North Lotts, North City Centre, Dublin 1, Dublin 1",apartment,Ray Cooke Auctioneers,7569,agent,no,4,2017-09-05,months,12,Dublin 1,Dublin,53.353750904966,-6.2529587399938,yes,1,2,"Central Heating,Cable Television,Washing Machine,Dishwasher,Microwave,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,2750,,True,,True,True,,,,True,True,,True,,
1770435,rental,"Sheldon Park Apartments, Kylemore Road, Bluebell, Dublin 12",apartment,Ray Cooke Auctioneers,7569,agent,no,5,2017-09-05,months,12,Bluebell,Dublin,53.330603552538,-6.3441699743271,yes,1,2,,prod,2017-09-09,PropertyDetails,desktop,€,monthly,1500,,,,,,,,,,,,,,
1771252,rental,"Rosse Court, Lucan, Co. Dublin",apartment,Ray Cooke Auctioneers,7569,agent,no,6,2017-09-07,months,12,Lucan,Dublin,53.341503182173,-6.4157527683528,yes,2,2,"Parking,Central Heating",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1450,True,,,,,,,,True,,,,,
1767031,rental,"The Holly, Rockfield, Dundrum, Dublin 14",apartment,Ray Cooke Auctioneers,7569,agent,no,13,2017-08-24,months,12,Dundrum,Dublin,53.286633108,-6.234937452,yes,2,2,"Parking,Washing Machine,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1750,True,,,True,True,,,,,,,,,
1770429,rental,"Bluebell Cottages, Old Naas Road, Bluebell, Dublin 12",apartment,Ray Cooke Auctioneers,7569,agent,no,4,2017-09-05,months,6,Bluebell,Dublin,53.328912011219,-6.3427644968033,yes,1,2,,prod,2017-09-09,PropertyDetails,desktop,€,monthly,1000,,,,,,,,,,,,,,
1765505,rental,"Grangeview Place, Clondalkin, Dublin 22",apartment,Ray Cooke Auctioneers,7569,agent,no,6,2017-09-01,months,12,Clondalkin,Dublin,53.329591198815,-6.4311915636063,yes,1,2,,prod,2017-09-09,PropertyDetails,desktop,€,monthly,1350,,,,,,,,,,,,,,
1765333,rental,"Cedarbrook Avenue, Cherry Orchard, Dublin 10",apartment,Ray Cooke Auctioneers,7569,agent,no,7,2017-08-18,months,12,Cherry Orchard,Dublin,53.337139391491,-6.3819596171379,yes,1,2,"Parking,Central Heating,Washing Machine,Microwave,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1450,True,,,True,True,,,,True,True,,,,
1769116,rental,"Millpark, Clondalkin, Dublin 22",apartment,Ray Cooke Auctioneers,7569,agent,no,6,2017-08-31,months,3,Clondalkin,Dublin,53.324776910656,-6.4009630680084,yes,1,2,Parking,prod,2017-09-09,PropertyDetails,desktop,€,monthly,1300,True,,,,,,,,,,,,,
1771252,rental,"Rosse Court, Lucan, Co. Dublin",apartment,Ray Cooke Auctioneers,7569,agent,no,6,2017-09-07,months,12,Lucan,Dublin,53.341503182173,-6.4157527683528,yes,2,2,"Parking,Central Heating",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1450,True,,,,,,,,True,,,,,
1770465,rental,"Linden Court, Blackrock, Co. Dublin",apartment,Ray Cooke Auctioneers,7569,agent,no,10,2017-09-05,months,12,Blackrock,Dublin,53.292826977228,-6.1937463283539,yes,2,2,"Parking,Central Heating,Cable Television,Washing Machine,Dryer,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1750,True,True,True,True,True,,,,True,,,,,
1770435,rental,"Sheldon Park Apartments, Kylemore Road, Bluebell, Dublin 12",apartment,Ray Cooke Auctioneers,7569,agent,no,5,2017-09-05,months,12,Bluebell,Dublin,53.330603552538,-6.3441699743271,yes,1,2,,prod,2017-09-09,PropertyDetails,desktop,€,monthly,1500,,,,,,,,,,,,,,
1770879,rental,"Apartment 52 Rialto Court,, Rialto, Dublin 8",apartment,Brock DeLappe,1413,agent,yes,7,2017-09-06,months,12,Rialto,Dublin,53.3369962,-6.2954143,yes,1,1,"Central Heating,Washing Machine,Dishwasher,Internet",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1200,,,,,True,,,,True,,,True,,True
1761125,rental,"Killiney Hill Park, Killiney Hill Road, Killiney, Co. Dublin",apartment,McMahon O'Connor Residential Ltd,8191,agent,no,20,2017-08-04,months,0,Killiney,Dublin,53.268549663834,-6.1141705513,yes,2,2,"Parking,Central Heating,House Alarm,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony,Serviced Property",prod,2017-09-09,PropertyDetails,desktop,€,monthly,3000,True,True,True,True,True,True,,,True,True,,True,True,True
1771680,rental,"Harbour View, Dun Laoghaire, Co. Dublin",apartment,McMahon O'Connor Residential Ltd,8191,agent,no,17,2017-09-12,months,12,Dun Laoghaire,Dublin,53.294669844453,-6.134147644043,yes,2,3,"Parking,Central Heating,House Alarm,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Wheelchair Access,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,2600,True,True,True,True,True,,,True,True,True,,True,True,True
1767461,rental,"Lower Rathmines Road, Rathmines, Dublin 6",apartment,O'Connor Shannon,432,agent,no,15,2017-09-10,months,12,Rathmines,Dublin,53.328799567195,-6.2643527984619,yes,1,1,"Central Heating,Washing Machine,Microwave,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1500,,,,True,True,,,,True,True,,,,
1769540,rental,"Newtown Court, Eaton Brae Road, Rathgar, Dublin 6",apartment,O'Connor Shannon,432,agent,no,6,2017-09-10,months,12,Rathgar,Dublin,53.303463850742,-6.2621533870697,yes,1,2,"Parking,Cable Television,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1455,True,True,,True,,,,,,True,,,,True
1762641,rental,"Cassian Court North, Royal Canal Park, Ashtown, Dublin 15",apartment,June McConnell Lettings,195,agent,no,14,2017-09-01,months,12,Ashtown,Dublin,53.377325045,-6.315432727,yes,2,3,"Parking,Central Heating,Cable Television,Washing Machine,Dryer,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1800,True,True,True,True,True,,,,True,True,,,,True
1771537,rental,"Bowbridge Place, Kilmainham, Dublin 8",apartment,June McConnell Lettings,195,agent,no,8,2017-10-02,months,12,Kilmainham,Dublin,53.3421154,-6.2967117,yes,1,1,"Parking,Cable Television,Washing Machine,Dryer,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1300,True,True,True,True,True,,,,,True,,,,True
1743915,rental,"stillorgan/ booterstown, Stillorgan, Co. Dublin",apartment,,,private,no,3,2017-09-11,months,12,Stillorgan,Dublin,53.292473849953,-6.1933064460754,yes,2,3,"Parking,Central Heating,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,2495,True,True,True,True,True,,,,True,True,,True,,True
1752779,rental,"Bissett's Loft, Strand Street, Malahide, Co. Dublin",apartment,,,private,no,29,2017-09-10,months,12,Malahide,Dublin,53.452132418886,-6.1556645395467,yes,2,3,"Parking,Central Heating,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Wheelchair Access,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,2800,True,True,True,True,True,,,True,True,True,,True,,
1771817,rental,"Allendale Court, Clonsilla, Dublin 15",apartment,The Property Shop,1186,agent,no,7,2017-09-18,months,12,Clonsilla,Dublin,53.391237173803,-6.4298075437546,yes,1,2,"Parking,Cable Television,Washing Machine,Dryer,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1350,True,True,True,True,True,,,,,True,,,,True
1771815,rental,"Ballintyre Square, Ballinteer, Dublin 16",apartment,,,private,no,17,2017-10-07,months,12,Ballinteer,Dublin,53.273733916298,-6.2562847137451,yes,2,2,"Parking,Central Heating,House Alarm,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1750,True,True,True,True,True,,,,True,True,,True,True,
1763505,rental,"High Grove, Mount Talbot,, Clondalkin, Dublin 22",apartment,O'Dwyer English Auctioneers,1349,agent,no,22,2017-08-23,months,12,Clondalkin,Dublin,53.3188301,-6.371244,yes,1,3,"Parking,Central Heating,Cable Television,Washing Machine,Dishwasher,Microwave",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1800,True,True,,,True,,,,True,True,,True,,
1771276,rental,"Dawson Court, Cross Avenue, Blackrock, Co. Dublin",apartment,Eoin O'Neill Property Advisers,8847,agent,no,10,2017-09-07,months,9,Blackrock,Dublin,53.300626673316,-6.1899994042415,yes,1,1,"Parking,Central Heating,Cable Television,Washing Machine,Dishwasher,Microwave,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1500,True,True,,True,True,,,,True,True,,True,,
1771007,rental,"Bloomfield Park, Donnybrook, Dublin 4",apartment,Eoin O'Neill Property Advisers,8847,agent,no,8,2017-09-06,months,12,Donnybrook,Dublin,53.326761934304,-6.2452983856201,yes,2,2,Parking,prod,2017-09-09,PropertyDetails,desktop,€,monthly,2500,True,,,,,,,,,,,,,
1771294,rental,"Shrewsbury, Ballsbridge, Dublin 4",apartment,Eoin O'Neill Property Advisers,8847,agent,no,13,2017-09-07,months,12,Ballsbridge,Dublin,53.326041691089,-6.219699382782,yes,1,2,"Parking,Central Heating,Cable Television,Washing Machine,Dishwasher,Microwave,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,2100,True,True,,True,True,,,,True,True,,True,,
1765925,rental,"82 Trimbleston, Goatstown Rd, Dublin 14, Goatstown, Dublin 14",apartment,,,private,no,15,2017-09-10,months,12,Goatstown,Dublin,53.295137613771,-6.2332400255485,yes,2,2,"Parking,Central Heating,House Alarm,Cable Television,Washing Machine,Dryer,Dishwasher,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,2100,True,True,True,True,True,,,,True,,,True,True,True
1771409,rental,"Beaumont Woods, Beaumont, Dublin 9",apartment,,,private,no,5,2017-09-08,months,12,Beaumont,Dublin,53.390165987823,-6.2277846333745,yes,1,2,"Parking,Central Heating,Cable Television,Dishwasher,Microwave,Internet",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1500,True,True,,,,,,,True,True,,True,,True
1771411,rental,"Hansted, Finnstown, Lucan, Co. Dublin",apartment,,,private,no,6,2017-09-10,months,12,Lucan,Dublin,53.33826472,-6.4481808,yes,2,3,"Parking,Central Heating,House Alarm,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1900,True,True,True,True,True,,,,True,True,,True,True,True
1768683,rental,"Ivey Court,Beaumont Woods, Beaumont, Dublin 9",apartment,1st Class Letting & Property Management,8030,agent,no,10,2017-09-14,months,12,Beaumont,Dublin,53.392634499451,-6.2289047241211,yes,2,2,Parking,prod,2017-09-09,PropertyDetails,desktop,€,monthly,1700,True,,,,,,,,,,,,,
1768675,rental,"Clarion Quay, IFSC, Dublin 1",apartment,1st Class Letting & Property Management,8030,agent,no,7,2017-09-12,months,12,IFSC,Dublin,53.345150929432,-6.2430667877197,yes,1,1,"Parking,Central Heating,Cable Television,Washing Machine,Dishwasher,Microwave,Internet,Garden / Patio / Balcony,Serviced Property",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1800,True,True,,True,True,True,,,True,True,,True,,True
1746663,rental,"Elm Park House, Grange Wood, Rathfarnham, Dublin 16",apartment,Property Rentals,4296,agent,no,11,2017-10-09,months,12,Rathfarnham,Dublin,53.2801955,-6.2656903,yes,1,2,"Parking,Central Heating,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,2500,True,True,True,True,True,,,,True,True,,True,,True
1720141,rental,"Cubes 8 Beacon South Quarter, Sandyford, Dublin 18",apartment,Property Rentals,4296,agent,no,26,2018-01-01,months,0,Sandyford,Dublin,53.278111809919,-6.2145388126373,yes,2,2,"Parking,Central Heating,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,2400,True,True,True,True,True,,,,True,True,,True,,True
1765360,rental,"Spencer Dock, Dublin 1, Dublin 1",apartment,Property Rentals,4296,agent,no,6,2017-11-15,months,0,Dublin 1,Dublin,53.3488253,-6.237125,yes,2,2,"Parking,Central Heating,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,2600,True,True,True,True,True,,,,True,True,,True,,True
1765906,rental,"Time Place, 21 Corrig Road, Sandyford, Dublin 18",apartment,Property Rentals,4296,agent,no,6,2017-10-01,months,6,Sandyford,Dublin,53.277046888929,-6.2145388126373,yes,2,2,"Parking,Central Heating,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony,Serviced Property",prod,2017-09-09,PropertyDetails,desktop,€,monthly,2700,True,True,True,True,True,True,,,True,True,,True,,True
1749623,rental,"Sandyford View,Blackglen Road, Sandyford, Dublin 18",apartment,Property Rentals,4296,agent,no,8,2017-08-31,months,0,Sandyford,Dublin,53.270002344466,-6.2391722202301,yes,2,2,"Parking,Central Heating,House Alarm,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,2500,True,True,True,True,True,,,,True,True,,True,True,True
1769650,rental,"Rathgael, Clondalkin, Dublin 22",apartment,Integrity Property,3088,agent,no,7,2017-09-02,months,6,Clondalkin,Dublin,53.323484857679,-6.4229786396027,yes,1,1,"Parking,Central Heating,Cable Television,Washing Machine,Dishwasher,Microwave,Internet,Garden / Patio / Balcony,Serviced Property",prod,2017-09-09,PropertyDetails,desktop,€,monthly,925,True,True,,True,True,True,,,True,True,,True,,True
1755628,rental,"The Square Hampton Wood, Santry, Dublin 9",apartment,DMPC Ltd,9234,agent,no,54,2017-08-26,months,12,Santry,Dublin,53.404971328927,-6.2837026832131,yes,2,2,"Parking,Central Heating,Cable Television,Washing Machine,Dishwasher,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1700,True,True,,True,True,,,,True,True,,True,,True
1768437,rental,"Deerpark Road, Kiltipper, Dublin 24",apartment,DMPC Ltd,9234,agent,no,7,2017-09-10,months,12,Kiltipper,Dublin,53.270104492436,-6.3741495607974,yes,2,2,"Parking,Central Heating,Washing Machine,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1450,True,,,True,True,,,,True,,,,,
1752110,rental,"The Square Hampton Wood, Finglas, Dublin 11",apartment,DMPC Ltd,9234,agent,no,58,2017-07-14,months,12,Finglas,Dublin,53.404916706459,-6.2839007377625,yes,1,1,"Parking,Central Heating,Cable Television,Washing Machine,Dishwasher,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1400,True,True,,True,True,,,,True,True,,True,,True
1752102,rental,"The Square Hampton Wood, Finglas, Dublin 11",apartment,DMPC Ltd,9234,agent,no,58,2017-07-14,months,12,Finglas,Dublin,53.404827161528,-6.2837290763855,yes,1,1,"Parking,Central Heating,Washing Machine,Dishwasher,Microwave,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1400,True,,,True,True,,,,True,True,,True,,
1752108,rental,"The Square Hampton Wood, Finglas, Dublin 11",apartment,DMPC Ltd,9234,agent,no,58,2017-07-12,months,12,Finglas,Dublin,53.404891122212,-6.2838578224182,yes,2,2,"Parking,Central Heating,Cable Television,Washing Machine,Dishwasher,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1700,True,True,,True,True,,,,True,True,,True,,True
1752431,rental,"87-89 Adelaide Square, Whitefriar Street, Dublin 8, Dublin 8",apartment,DMPC Ltd,9234,agent,no,12,2017-07-12,months,12,Dublin 8,Dublin,53.339886941452,-6.2676787376404,yes,3,3,"Parking,Central Heating,House Alarm,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave",prod,2017-09-09,PropertyDetails,desktop,€,monthly,3300,True,True,True,,True,,,,True,True,,True,True,
1689986,rental,"Dartry house, Orwell woods, Orwell Park, Dartry, Dublin 6",apartment,,,private,no,36,2017-08-24,months,12,Dartry,Dublin,53.307647020493,-6.2621533870697,yes,3,2,Parking,prod,2017-09-09,PropertyDetails,desktop,€,monthly,2950,True,,,,,,,,,,,,,
1771773,rental,"Bracken Hill, Sandyford, Dublin 18",apartment,,,private,no,6,2017-10-18,months,12,Sandyford,Dublin,53.267814297571,-6.2248171381442,yes,1,1,"Parking,Central Heating,House Alarm,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony,Serviced Property",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1400,True,True,True,True,True,True,,,True,True,,True,True,True
1771729,rental,"Hanover Quay, Dublin 2, Dublin 2",apartment,Alan Ferris Estate Agents,7247,agent,no,1,2017-09-25,months,12,Dublin 2,Dublin,53.344338762466,-6.2383246421814,yes,2,2,"Parking,Central Heating,House Alarm,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,2800,True,True,True,True,True,,,,True,True,,True,True,True
1771724,rental,"Carrington Park, Northwood, Santry, Dublin 9",apartment,Savills Molesworth Street,2619,agent,no,9,2017-09-12,months,12,Santry,Dublin,53.404062056593,-6.252788187121,yes,2,2,"Parking,Central Heating,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1350,True,True,True,True,True,,,,True,True,,True,,True
1771202,rental,"Ellis Quay, Dublin 7, Dublin 7",apartment,,,private,no,1,2017-09-11,months,12,Dublin 7,Dublin,53.346977608163,-6.2808537483215,yes,1,2,"Parking,Central Heating,House Alarm,Cable Television,Washing Machine,Dishwasher,Internet,Serviced Property",prod,2017-09-09,PropertyDetails,desktop,€,monthly,1950,True,True,,,True,True,,,True,,,True,True,True
1771743,rental,"Clifden Court, Ellis Quay, Dublin 7, Dublin 7",apartment,,,private,no,15,2017-09-15,months,12,Dublin 7,Dublin,53.34702,-6.282977,yes,1,2,"Parking,Central Heating,House Alarm,Cable Television,Washing Machine,Dryer,Microwave,Wheelchair Access,Internet",prod,2017-09-08,PropertyDetails,desktop,€,monthly,1800,True,True,True,,True,,,True,True,True,,,True,True
1771703,rental,"Hannah Square, St. Edmunds, Lucan, Co. Dublin",apartment,Hooke & MacDonald,10,agent,no,6,2017-09-08,months,12,Lucan,Dublin,53.354280352668,-6.405636433313,yes,2,2,,prod,2017-09-08,PropertyDetails,desktop,€,monthly,1625,,,,,,,,,,,,,,
1771704,rental,"Hannah Square, St Edmunds, Palmerstown, Dublin 20",apartment,Hooke & MacDonald,10,agent,no,7,2017-09-08,months,12,Palmerstown,Dublin,53.355331821969,-6.4071690324021,yes,2,2,,prod,2017-09-08,PropertyDetails,desktop,€,monthly,1625,,,,,,,,,,,,,,
1767101,rental,"Apartment 5, 6 Proby Square, Blackrock, Co. Dublin",apartment,Lynam Auctioneers & Estate Agents,1367,agent,no,9,2017-08-28,months,12,Blackrock,Dublin,53.2930009,-6.1785977,yes,1,2,"Washing Machine,Dryer,Microwave",prod,2017-09-08,PropertyDetails,desktop,€,monthly,2300,,,True,,True,,,,,True,,,,
1771698,rental,"Mayeston Rise, Finglas, Dublin 11",apartment,McPeake Auctioneers,1815,agent,no,16,2017-10-02,months,12,Finglas,Dublin,53.406459408381,-6.2854242324829,yes,2,2,"Parking,Central Heating,Cable Television,Washing Machine,Dishwasher,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-08,PropertyDetails,desktop,€,monthly,1550,True,True,,True,True,,,,True,True,,True,,True
1638522,rental,"The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",apartment,Dial-A-Let,340,agent,no,7,2017-10-01,months,0,Ballsbridge,Dublin,53.327321455,-6.23196171,yes,1,1,"Parking,Central Heating,Cable Television,Washing Machine,Dishwasher,Microwave,Internet,Garden / Patio / Balcony,Serviced Property",prod,2017-09-08,PropertyDetails,desktop,€,monthly,3300,True,True,,True,True,True,,,True,True,,True,,True
1764286,rental,"Hanover Riverside, Sir Rogerson's Quay, Dublin 2, Dublin 2",apartment,Dial-A-Let,340,agent,no,17,2017-10-01,months,0,Dublin 2,Dublin,53.3458411,-6.2376631,yes,1,1,"Parking,Central Heating,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony,Serviced Property",prod,2017-09-08,PropertyDetails,desktop,€,monthly,3450,True,True,True,True,True,True,,,True,True,,True,,True
1719896,rental,"The Clayton,The Gasworks, Barrow Street, Ringsend, Dublin 4",apartment,Dial-A-Let,340,agent,no,8,2017-10-01,months,0,Ringsend,Dublin,53.339600101402,-6.2348902228405,yes,1,1,"Central Heating,Cable Television,Washing Machine,Dishwasher,Microwave,Internet,Serviced Property",prod,2017-09-08,PropertyDetails,desktop,€,monthly,3300,,True,,,True,True,,,True,True,,True,,True
1613545,rental,"The Cedars, Herbert Park Lane, Ballsbridge, Dublin, Ballsbridge, Dublin 4",apartment,Dial-A-Let,340,agent,no,9,2017-10-01,months,0,Ballsbridge,Dublin,53.3273214,-6.2319617,yes,1,1,"Central Heating,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony",prod,2017-09-08,PropertyDetails,desktop,€,monthly,3300,,True,True,True,True,,,,True,True,,True,,True
1655448,rental,"Eastmoreland Court, Ballsbridge, Dublin 4",apartment,Dial-A-Let,340,agent,no,13,2017-10-01,months,0,Ballsbridge,Dublin,53.3342149,-6.2421457,yes,1,2,"Central Heating,Cable Television,Washing Machine,Dishwasher,Microwave,Internet,Garden / Patio / Balcony,Serviced Property",prod,2017-09-08,PropertyDetails,desktop,€,monthly,3750,,True,,True,True,True,,,True,True,,True,,True
1734696,rental,"The Moorings, Fitzwilliam Quay, Ringsend, Dublin 4",apartment,Dial-A-Let,340,agent,no,16,2017-10-01,months,0,Ringsend,Dublin,53.340836,-6.2276215,yes,1,1,"Parking,Central Heating,Cable Television,Washing Machine,Dishwasher,Microwave,Internet,Garden / Patio / Balcony,Serviced Property",prod,2017-09-08,PropertyDetails,desktop,€,monthly,3105,True,True,,True,True,True,,,True,True,,True,,True
1743580,rental,"The Hibernian, The Gasworks, Barrow Street, Dublin, Dublin 4, Dublin 4",apartment,Dial-A-Let,340,agent,no,22,2017-10-01,months,0,Dublin 4,Dublin,53.339519245722,-6.2351059913635,yes,1,1,"Central Heating,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony,Serviced Property",prod,2017-09-08,PropertyDetails,desktop,€,monthly,3300,,True,True,True,True,True,,,True,True,,True,,True
1618265,rental,"The Dickens, The Gasworks, Barrow Street, Ballsbridge, Dublin 4",apartment,Dial-A-Let,340,agent,no,12,2017-10-01,months,0,Ballsbridge,Dublin,53.339637113263,-6.2351274490356,yes,1,1,"Central Heating,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Garden / Patio / Balcony",prod,2017-09-08,PropertyDetails,desktop,€,monthly,3300,,True,True,True,True,,,,True,True,,True,,
1615859,rental,"The Argyle, Custom House Quay, IFSC, Dublin 1",apartment,Dial-A-Let,340,agent,no,8,2017-10-01,months,0,IFSC,Dublin,53.350448850594,-6.2469720840454,yes,1,1,"Cable Television,Washing Machine,Dryer,Internet",prod,2017-09-08,PropertyDetails,desktop,€,monthly,3300,,True,True,,True,,,,,,,,,True
1613547,rental,"The Poolbeg, The Gasworks, Barrow Street, Dublin 4, Dublin 4, Dublin 4",apartment,Dial-A-Let,340,agent,no,12,2017-10-01,months,0,Dublin 4,Dublin,53.339803665551,-6.235545873642,yes,1,1,"Central Heating,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony,Serviced Property",prod,2017-09-08,PropertyDetails,desktop,€,monthly,3300,,True,True,True,True,True,,,True,True,,True,,True
1636694,rental,"Pembroke Square, Ballsbridge, Dublin 4",apartment,Dial-A-Let,340,agent,no,16,2017-10-01,months,0,Ballsbridge,Dublin,52.272343,-9.7125884,yes,2,2,"Parking,Central Heating,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony,Serviced Property",prod,2017-09-08,PropertyDetails,desktop,€,monthly,3800,True,True,True,True,True,True,,,True,True,,True,,True
1613743,rental,"The Poolbeg,Barrow Street, Ballsbridge, Dublin 4",apartment,Dial-A-Let,340,agent,no,5,2017-10-01,months,0,Ballsbridge,Dublin,53.339175888146,-6.2343549728394,yes,1,1,"Central Heating,Cable Television,Washing Machine,Dryer,Dishwasher,Microwave,Internet,Garden / Patio / Balcony,Serviced Property",prod,2017-09-08,PropertyDetails,desktop,€,monthly,3300,,True,True,True,True,True,,,True,True,,True,,True
