,property_title,seller_id,seller_type,open_viewing,no_of_photos,available_from,available_for,area,furnished,bathrooms,beds,price,Parking,Cable Television,Dryer,Garden / Patio / Balcony,Washing Machine,Serviced Property,Pets Allowed,Wheelchair Access,Central Heating,Microwave,Smoking,Dishwasher,House Alarm,Internet
339,"The Moorings, Fitzwilliam Quay, Ringsend, Dublin 4",340.0,1.0,0.0,16.0,2017-10-01,0.0,94.0,1.0,1.0,1.0,3105.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
340,"The Square Hampton Wood, Finglas, Dublin 11",9234.0,1.0,0.0,57.0,2017-07-12,12.0,26.0,1.0,2.0,2.0,1700.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
341,"The Hibernian, The Gasworks, Barrow Street, Dublin, Dublin 4, Dublin 4",340.0,1.0,0.0,22.0,2017-10-01,0.0,40.0,1.0,1.0,1.0,3300.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
342,"The Dickens, The Gasworks, Barrow Street, Ballsbridge, Dublin 4",340.0,1.0,0.0,12.0,2017-10-01,0.0,92.0,1.0,1.0,1.0,3300.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
343,"The Argyle, Custom House Quay, IFSC, Dublin 1",340.0,1.0,0.0,8.0,2017-10-01,0.0,84.0,1.0,1.0,1.0,3300.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
344,"The Poolbeg, The Gasworks, Barrow Street, Dublin 4, Dublin 4, Dublin 4",340.0,1.0,0.0,12.0,2017-10-01,0.0,40.0,1.0,1.0,1.0,3300.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
345,"Pembroke Square, Ballsbridge, Dublin 4",340.0,1.0,0.0,16.0,2017-10-01,0.0,92.0,1.0,2.0,2.0,3800.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
346,"The Poolbeg,Barrow Street, Ballsbridge, Dublin 4",340.0,1.0,0.0,5.0,2017-10-01,0.0,92.0,1.0,1.0,1.0,3300.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
347,"The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",340.0,1.0,0.0,10.0,2017-10-01,0.0,92.0,1.0,1.0,1.0,3300.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
349,"The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",340.0,1.0,0.0,13.0,2017-10-01,0.0,92.0,1.0,1.0,1.0,3300.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
350,"Gallery Quay, Grand Canal Dock, Dublin 2",340.0,1.0,0.0,18.0,2017-09-06,12.0,52.0,1.0,2.0,2.0,2600.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
351,"21-22 East Essex Street, Temple Bar, Dublin 2",0.0,0.0,0.0,9.0,2017-08-31,0.0,117.0,1.0,1.0,2.0,2950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,"The Hibernian,The Gasworks, Barrow Street, Ringsend, Dublin 4",340.0,1.0,0.0,8.0,2017-10-01,0.0,94.0,1.0,1.0,1.0,3300.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
353,"The Sweepstakes, Ballsbridge, Ballsbridge, Dublin 4",340.0,1.0,0.0,15.0,2017-10-01,0.0,92.0,1.0,2.0,2.0,3640.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
354,"The Green, Strand Street, Malahide, Co. Dublin",10195.0,1.0,0.0,1.0,2017-09-08,12.0,6.0,1.0,2.0,3.0,2200.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
355,"Kiltipper Gate, Tallaght, Dublin 24",206.0,1.0,0.0,13.0,2017-09-10,12.0,64.0,1.0,2.0,2.0,1600.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
356,"Main Street, Rathcoole, Co. Dublin",206.0,1.0,0.0,16.0,2017-08-28,12.0,102.0,1.0,2.0,4.0,1800.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
357,"Kiltipper Gate, Kiltipper, Dublin 24",206.0,1.0,0.0,24.0,2017-09-10,12.0,30.0,1.0,2.0,2.0,1600.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
358,"Phibsborough Road, Phibsborough, Dublin 7",206.0,1.0,0.0,1.0,2017-09-10,12.0,34.0,3.0,1.0,2.0,1700.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,"Francis Street, Dublin 8, Dublin 8",8191.0,1.0,0.0,16.0,2017-09-11,12.0,108.0,1.0,1.0,2.0,2500.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
371,"College House, Taylor's Hill, Rathfarnham, Dublin 16",7995.0,1.0,0.0,18.0,2017-09-27,12.0,22.0,1.0,2.0,2.0,1350.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
372,"Mountjoy Street,, Dublin 7, Dublin 7",8760.0,1.0,0.0,3.0,2017-09-08,9.0,103.0,1.0,1.0,1.0,1000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
373,"Smithfield Village, Smithfield, Dublin 7",7.0,1.0,0.0,7.0,2017-09-08,12.0,74.0,1.0,1.0,1.0,1400.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
375,"Seabury, off Sydney Parade Avenue, Sandymount, Dublin 4",58.0,1.0,0.0,1.0,2017-09-15,12.0,60.0,1.0,2.0,2.0,1872.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
376,"The Cedars, Herbert park Lane, Ballsbridge, Dublin 4",58.0,1.0,0.0,12.0,2017-07-11,12.0,92.0,1.0,2.0,2.0,2900.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
377,"The Ash, Parkview, Stepaside, Dublin 18",1331.0,1.0,0.0,6.0,2017-09-30,12.0,81.0,1.0,1.0,1.0,1450.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
378,"Claremont Court,Sandymount, Sandymount, Dublin 4",58.0,1.0,0.0,0.0,2017-09-08,12.0,60.0,1.0,1.0,1.0,1300.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
379,"The Oaks, Herbert Park, Ballsbridge, Dublin 4",358.0,1.0,0.0,16.0,2017-09-20,12.0,92.0,3.0,2.0,2.0,4000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
380,"Ivy Exchange , Parnell Street, Dublin 1, Dublin 1, Dublin 1",358.0,1.0,0.0,22.0,2017-08-31,12.0,25.0,1.0,2.0,2.0,2200.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
381,"Shalimar, Monastery Rd, Clondalkin, Dublin 22",358.0,1.0,0.0,1.0,2017-09-07,12.0,110.0,1.0,2.0,2.0,1450.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
382,"The Pines, Herbert Park Lane Apartments, Ballsbridge, Dublin 4",358.0,1.0,0.0,16.0,2017-03-02,12.0,92.0,1.0,2.0,2.0,2500.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
383,"rosedale close, Clonee, Dublin 15",0.0,0.0,0.0,5.0,2017-09-24,12.0,54.0,1.0,1.0,2.0,1500.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
384,"Grantham Street, Portobello, Dublin 8",0.0,0.0,0.0,21.0,2017-10-14,0.0,1.0,1.0,2.0,2.0,2990.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
385,"Apt 7 Sycamore House, Eaton Wood Square, Shankill, Dublin 18",1268.0,1.0,0.0,7.0,2017-09-10,12.0,111.0,1.0,2.0,2.0,1600.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
386,"Cedarbrook Avenue, Cherry Orchard, Dublin 10",5469.0,1.0,0.0,1.0,2017-09-08,12.0,78.0,1.0,1.0,2.0,1250.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
387,"The Sycamore, Parkview, Stepaside, Dublin 18",7549.0,1.0,0.0,12.0,2017-10-02,12.0,81.0,1.0,2.0,2.0,1674.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
388,"Apt 50 The Mill Race, Chapelizod, Dublin 20",2946.0,1.0,0.0,13.0,2017-09-05,12.0,86.0,1.0,1.0,2.0,1650.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
389,"Island View Court, Island View, Raheny, Dublin 5",5469.0,1.0,0.0,16.0,2017-10-01,6.0,88.0,1.0,2.0,3.0,2150.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
390,"Elton Court, Philipsbergh Avenue, Marino, Dublin 3",5469.0,1.0,0.0,5.0,2017-09-11,3.0,66.0,1.0,1.0,1.0,1350.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
391,"Bellevue, Islandbridge, Dublin 8",5469.0,1.0,0.0,5.0,2017-10-02,12.0,39.0,1.0,1.0,1.0,1352.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
392,"Mount St.Annes, Milltown, Dublin 6",5469.0,1.0,0.0,20.0,2017-08-31,12.0,48.0,1.0,2.0,2.0,2500.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
393,"Coopers Yard, Smithfield, Dublin 7",362.0,1.0,0.0,18.0,2017-09-01,12.0,74.0,1.0,2.0,2.0,2200.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
394,"The Park, Larch Hill, Santry, Dublin 9",5469.0,1.0,0.0,1.0,2017-08-20,12.0,55.0,1.0,1.0,2.0,1300.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
395,"Lower Rathmines Road, Rathmines, Dublin 6",5469.0,1.0,0.0,6.0,2017-09-06,12.0,38.0,1.0,1.0,1.0,1175.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
396,"5 Island View Court, Raheny, Dublin 5",5469.0,1.0,0.0,19.0,2017-09-04,12.0,88.0,1.0,2.0,2.0,1700.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
397,"Sackville Court, Blessington St, Inns Quay, Dublin 7, Dublin 7",5469.0,1.0,0.0,7.0,2017-09-10,12.0,103.0,1.0,1.0,1.0,1350.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
398,"The Cubes, Beacon South Quarter, Sandyford, Dublin 18",5469.0,1.0,0.0,10.0,2017-08-31,12.0,114.0,1.0,1.0,2.0,1850.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
399,"Mount Garret Park, Tyrrelstown, Dublin 15",5469.0,1.0,0.0,6.0,2017-08-15,12.0,76.0,1.0,3.0,2.0,1100.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
400,"Cranford Court, Donnybrook, Dublin 4",5469.0,1.0,0.0,5.0,2017-09-14,12.0,17.0,1.0,1.0,1.0,1352.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
401,"The Paddocks, Hybreasal, Kilmainham, Dublin 8",5469.0,1.0,0.0,6.0,2017-09-06,12.0,27.0,1.0,1.0,1.0,1500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
402,"Cranford Court, Donnybrook, Dublin 4",577.0,1.0,0.0,7.0,2017-09-30,12.0,17.0,1.0,1.0,1.0,1350.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
403,"Ardee Court, Cork St, Dublin 8, Dublin 8",577.0,1.0,0.0,4.0,2017-09-20,12.0,108.0,1.0,1.0,1.0,1350.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
404,"Dominic Street Upper, Dublin 1, Dublin 1",0.0,0.0,0.0,5.0,2017-09-10,12.0,25.0,1.0,1.0,1.0,1500.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
405,"Linden Court, Grove Avenue, Blackrock, Co. Dublin",8178.0,1.0,0.0,15.0,2017-10-10,12.0,68.0,1.0,1.0,1.0,1560.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
406,"Fortuneswalk, Citypark, Citywest, Co. Dublin",2239.0,1.0,0.0,10.0,2017-09-10,12.0,49.0,1.0,2.0,2.0,1400.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
407,"Northway estate, Finglas, Dublin 11",6529.0,1.0,0.0,1.0,2017-09-12,12.0,26.0,1.0,1.0,1.0,850.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
408,"Nephin Road, Cabra, Dublin 7",181.0,1.0,0.0,7.0,2017-08-31,12.0,12.0,1.0,1.0,2.0,2000.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
409,"Ard Cluain, Clonee, Dublin 15",10.0,1.0,0.0,6.0,2017-08-29,12.0,54.0,1.0,1.0,2.0,1352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,"Merrion court ,Ailesbury Road, Ballsbridge, Dublin 4",6529.0,1.0,0.0,2.0,2017-09-12,12.0,92.0,3.0,2.0,2.0,2400.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
411,"Millrace, Castleknock, Dublin 15",893.0,1.0,0.0,0.0,2017-09-09,12.0,69.0,1.0,2.0,2.0,1800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
412,"Collins Square, Smithfield, Dublin 7",7.0,1.0,0.0,8.0,2017-08-31,12.0,74.0,1.0,2.0,2.0,1800.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
413,"Merchamp, Seafield Road East, Clontarf, Dublin 3",7.0,1.0,0.0,12.0,2017-09-06,12.0,41.0,1.0,2.0,3.0,2500.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
414,"Towerville, St John\'s Road, Sandymount, Dublin 4",7.0,1.0,0.0,10.0,2017-09-01,12.0,60.0,1.0,1.0,2.0,2160.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
415,"Hanover Lofts, Hanover Street East, Dublin 2, Dublin 2",2619.0,1.0,0.0,10.0,2017-08-21,12.0,53.0,1.0,1.0,1.0,2300.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
416,"Camden Lock, South Dock Road, Ringsend, Dublin 4",7.0,1.0,0.0,7.0,2017-08-23,12.0,94.0,1.0,1.0,2.0,2000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
417,"Lissenfield, Lower Rathmines Road, Rathmines, Dublin 6",7.0,1.0,0.0,6.0,2017-08-21,12.0,38.0,1.0,1.0,2.0,2200.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
418,"The Berkeley, Pembroke Square, Ringsend, Dublin 4",7.0,1.0,0.0,10.0,2017-08-21,12.0,94.0,1.0,2.0,2.0,2200.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
419,"Ballintyre Grove, Ballinteer, Dublin 16",2239.0,1.0,0.0,5.0,2017-09-30,12.0,45.0,1.0,2.0,2.0,1700.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
420,"Wynnefield Road, Rathmines, Dublin 6",2239.0,1.0,0.0,5.0,2017-08-25,12.0,38.0,1.0,1.0,1.0,1700.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
421,"4 The Square, Beggars Bush, Haddington Road, Ballsbridge, Dublin 4",1226.0,1.0,0.0,9.0,2017-09-04,12.0,92.0,1.0,1.0,2.0,1800.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
422,"2 Aubrey Court (over Spar shop on Main Street), Shankill, Dublin 18",8816.0,1.0,0.0,12.0,2017-08-25,12.0,111.0,1.0,1.0,2.0,1600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
423,"Temple Place, Grenville street, Dublin 1, Dublin 1",5469.0,1.0,0.0,7.0,2017-09-05,12.0,25.0,1.0,1.0,1.0,1300.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
424,"The Orchard, Carpenterstown Road, Coolmine, Dublin 15",8357.0,1.0,0.0,12.0,2017-09-08,12.0,4.0,1.0,1.0,2.0,1500.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
425,"Holywell Park, Swords, Co. Dublin",1524.0,1.0,0.0,12.0,2017-08-31,12.0,37.0,1.0,1.0,2.0,1500.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
426,"Temple Hill, Terenure Road West, Terenure, Dublin 6w",0.0,0.0,0.0,7.0,2017-09-13,12.0,82.0,1.0,2.0,2.0,1950.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
427,"Villa Nova, Mt. Merrion Avenue, Blackrock, Co. Dublin",6182.0,1.0,0.0,10.0,2017-09-10,12.0,68.0,0.0,2.0,0.0,2000.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
428,"The Strand Apartments, 76 North Strand Road., Dublin 1, Dublin 1",362.0,1.0,0.0,14.0,2017-09-08,12.0,25.0,1.0,2.0,2.0,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
429,"Smithfield Village, Smithfield, Dublin 7",362.0,1.0,0.0,2.0,2017-08-19,12.0,74.0,1.0,2.0,2.0,2400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,"The Dickens Building, Gasworks, Grand Canal Dock, Dublin 2",0.0,0.0,0.0,5.0,2017-09-10,12.0,52.0,3.0,2.0,2.0,2750.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
431,"Beechwood Court, Stillorgan, Co. Dublin",8178.0,1.0,0.0,6.0,2017-09-08,12.0,13.0,1.0,2.0,2.0,1950.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
432,"Radcliff, Sutton, Dublin 13",380.0,1.0,0.0,9.0,2017-09-11,12.0,104.0,1.0,1.0,2.0,1700.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
433,"Sutton Castle, Red Rock, Sutton, Dublin 13",380.0,1.0,0.0,15.0,2017-08-21,6.0,104.0,1.0,2.0,2.0,2500.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
434,"Dromeen Avenue, Beaumont, Dublin 9",10195.0,1.0,0.0,7.0,2017-08-16,12.0,90.0,1.0,1.0,1.0,1160.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
435,"The Distillery, Distillery Road, Drumcondra, Dublin 9",10195.0,1.0,0.0,16.0,2017-08-08,12.0,91.0,1.0,2.0,2.0,2000.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
436,"New Priory, Hole in the Wall Road, Donaghmede, Dublin 13",10195.0,1.0,0.0,9.0,2017-09-05,12.0,65.0,3.0,2.0,2.0,1700.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
437,"Red Arches Close, Baldoyle, Dublin 13",10195.0,1.0,0.0,1.0,2017-09-11,12.0,96.0,0.0,3.0,4.0,1800.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
438,"Slane House, Ardilaun Court, Patrick Street, Dublin 8, Dublin 8",2236.0,1.0,0.0,16.0,2017-09-08,12.0,108.0,1.0,1.0,1.0,1600.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
439,"Admiral Court, Baldoyle, Dublin 13",10195.0,1.0,0.0,4.0,2017-08-24,12.0,96.0,3.0,1.0,2.0,1700.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
440,"6 St Davids Court, Castle Avenue, Clontarf, Dublin 3",445.0,1.0,0.0,11.0,2017-09-08,12.0,41.0,1.0,1.0,2.0,1850.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
441,"Northumberland Avenue, Dun Laoghaire, Co. Dublin",5469.0,1.0,0.0,15.0,2017-09-10,12.0,9.0,1.0,1.0,2.0,1900.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
442,"Shantalla Road, Beaumont, Dublin 9",6996.0,1.0,0.0,4.0,2017-09-04,3.0,90.0,1.0,1.0,2.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,"Premier Square, Finglas, Dublin 11",6996.0,1.0,0.0,9.0,2017-09-01,12.0,26.0,1.0,1.0,2.0,1373.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
444,"Elmfield Court, Clondalkin, Dublin 22",6996.0,1.0,0.0,9.0,2017-09-01,6.0,110.0,1.0,2.0,2.0,1300.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
445,"William Palliser, Loreto Abbey, Rathfarnham, Dublin 14",509.0,1.0,0.0,11.0,2017-09-25,12.0,22.0,1.0,2.0,2.0,1658.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
446,"Wyckham Point, Dundrum, Dublin 14",509.0,1.0,0.0,8.0,2017-09-06,12.0,107.0,1.0,1.0,1.0,1800.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
447,"Clonliffe Road, Drumcondra, Dublin 9",402.0,1.0,0.0,6.0,2017-09-10,12.0,91.0,1.0,1.0,1.0,1250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
448,"The Tramyard, Inchicore, Inchicore, Dublin 8",7425.0,1.0,0.0,10.0,2017-09-05,12.0,109.0,1.0,1.0,3.0,2400.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
450,"8 Ballintyre Meadows, Ballinteer, Dublin 16",0.0,0.0,0.0,24.0,2017-09-08,12.0,45.0,0.0,4.0,4.0,2200.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
451,"17 St Patricks Ave off Spring Garden Street, North Strand, Dublin 3",8381.0,1.0,0.0,11.0,2017-08-25,12.0,35.0,1.0,1.0,1.0,1350.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
452,"The Oaks, Herbert Park Lane, Ballsbridge, Dublin 4",20.0,1.0,0.0,19.0,2017-09-05,3.0,92.0,3.0,2.0,2.0,4000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
453,"Penthouse, The Pines, Herbert Park Lane, Ballsbridge, Dublin 4",20.0,1.0,0.0,17.0,2017-09-01,12.0,92.0,3.0,2.0,2.0,4000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
454,"Fitzwilliam Street Lower, Dublin 2, Dublin 2",10187.0,1.0,0.0,7.0,2017-08-29,12.0,53.0,3.0,1.0,1.0,1800.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
455,"Fitzwilliam Street Lower, Dublin 2, Dublin 2",10187.0,1.0,0.0,5.0,2017-09-01,12.0,53.0,1.0,1.0,1.0,2000.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
